               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1107,             0.12322,             0.03653,                   0,                   0,                   0,                   0,                   0,                   0,                   0,               5e-05,               5e-05,             0.09955
                   1,             0.10188,             0.11424,            0.033716,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00011,             0.00011,             0.09901
                   2,             0.10017,             0.11418,            0.031189,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00017,             0.00017,             0.09847
                   3,            0.097995,             0.12424,            0.031535,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00022999,          0.00022999,             0.09793
                   4,            0.098343,             0.11871,            0.032516,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028998,          0.00028998,             0.09739
                   5,            0.098536,             0.13933,            0.031115,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00034997,          0.00034997,             0.09685
                   6,            0.096461,             0.12237,            0.030796,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00040994,          0.00040994,             0.09631
                   7,            0.095256,             0.11881,            0.031931,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00046991,          0.00046991,             0.09577
                   8,            0.095468,             0.13543,            0.030647,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00052987,          0.00052987,             0.09523
                   9,            0.093199,             0.12855,            0.030187,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00058982,          0.00058982,             0.09469
                  10,            0.093343,              0.1297,            0.031365,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00064976,          0.00064976,             0.09415
                  11,            0.092238,             0.11522,            0.031205,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00070968,          0.00070968,             0.09361
                  12,            0.091729,             0.12465,            0.030255,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00076958,          0.00076958,             0.09307
                  13,            0.094644,             0.12985,            0.030537,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00082947,          0.00082947,            0.092529
                  14,            0.090236,             0.11483,            0.031112,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00088934,          0.00088934,            0.091989
                  15,            0.091214,              0.1221,            0.029082,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0009492,           0.0009492,            0.091449
                  16,            0.090429,              0.1157,            0.027703,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001009,            0.001009,            0.090909
                  17,            0.089261,              0.1157,            0.028208,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010688,           0.0010688,            0.090369
                  18,            0.088177,             0.11208,            0.026685,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011286,           0.0011286,            0.089829
                  19,            0.089359,             0.11238,            0.025205,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011884,           0.0011884,            0.089288
                  20,             0.08751,              0.1108,            0.025029,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012481,           0.0012481,            0.088748
                  21,            0.085432,              0.1091,             0.02395,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013078,           0.0013078,            0.088208
                  22,            0.084586,             0.10372,            0.023262,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013675,           0.0013675,            0.087668
                  23,            0.083262,             0.10911,            0.023129,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014272,           0.0014272,            0.087127
                  24,            0.083496,              0.1023,            0.023612,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014868,           0.0014868,            0.086587
                  25,            0.083588,             0.10836,            0.023307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0015464,           0.0015464,            0.086046
                  26,            0.080911,            0.099402,            0.023657,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0016059,           0.0016059,            0.085506
                  27,            0.081377,             0.10085,            0.023139,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0016654,           0.0016654,            0.084965
                  28,            0.080428,             0.10543,            0.022568,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017249,           0.0017249,            0.084425
                  29,            0.082077,             0.10705,             0.02145,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017843,           0.0017843,            0.083884
                  30,            0.079982,             0.10401,            0.021239,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018437,           0.0018437,            0.083344
                  31,            0.078261,             0.10536,            0.023112,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019031,           0.0019031,            0.082803
                  32,            0.076217,             0.10247,            0.021913,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019624,           0.0019624,            0.082262
                  33,            0.077149,             0.10437,            0.020882,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020217,           0.0020217,            0.081722
                  34,            0.078881,             0.11214,            0.022844,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020809,           0.0020809,            0.081181
                  35,            0.078896,            0.099857,             0.02177,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021401,           0.0021401,             0.08064
                  36,            0.074852,            0.098734,            0.021358,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021992,           0.0021992,            0.080099
                  37,            0.074802,            0.099883,            0.020709,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022583,           0.0022583,            0.079558
                  38,            0.075057,            0.099186,            0.019533,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023174,           0.0023174,            0.079017
                  39,            0.073494,            0.099419,            0.018781,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023763,           0.0023763,            0.078476
                  40,            0.074405,            0.095263,            0.019937,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024353,           0.0024353,            0.077935
                  41,            0.071816,            0.092645,            0.018279,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024942,           0.0024942,            0.077394
                  42,            0.073162,            0.089515,            0.019983,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002553,            0.002553,            0.076853
                  43,            0.073992,             0.10315,            0.018068,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026117,           0.0026117,            0.076312
                  44,            0.072885,             0.10092,             0.01768,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026704,           0.0026704,             0.07577
                  45,            0.072192,            0.094654,            0.017671,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027291,           0.0027291,            0.075229
                  46,            0.073126,             0.10032,            0.016444,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027877,           0.0027877,            0.074688
                  47,            0.075879,             0.10362,            0.018241,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028462,           0.0028462,            0.074146
                  48,            0.075156,             0.10979,            0.017374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029047,           0.0029047,            0.073605
                  49,            0.074353,            0.096052,            0.017098,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029631,           0.0029631,            0.073063
                  50,             0.07141,            0.095394,            0.016346,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030214,           0.0030214,            0.072521
                  51,            0.071918,            0.095571,            0.015641,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030797,           0.0030797,             0.07198
                  52,            0.071989,            0.091798,            0.016081,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031378,           0.0031378,            0.071438
                  53,            0.072315,            0.093801,            0.016706,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003196,            0.003196,            0.070896
                  54,            0.070008,            0.093162,             0.01685,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003254,            0.003254,            0.070354
                  55,            0.070281,             0.09231,            0.015496,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003312,            0.003312,            0.069812
                  56,            0.071039,            0.090145,            0.018662,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033699,           0.0033699,             0.06927
                  57,            0.070291,            0.098625,            0.016146,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034277,           0.0034277,            0.068728
                  58,            0.069611,            0.093706,            0.016024,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034855,           0.0034855,            0.068186
                  59,            0.067879,            0.096625,            0.015758,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035432,           0.0035432,            0.067643
                  60,            0.069427,            0.099666,            0.015645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036008,           0.0036008,            0.067101
                  61,            0.070956,            0.098405,            0.016154,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036583,           0.0036583,            0.066558
                  62,            0.067306,            0.090261,            0.015936,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037157,           0.0037157,            0.066016
                  63,             0.06997,             0.09854,             0.01601,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037731,           0.0037731,            0.065473
                  64,            0.067726,            0.091628,             0.01462,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038304,           0.0038304,             0.06493
                  65,            0.065241,            0.086204,            0.014947,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038875,           0.0038875,            0.064388
                  66,             0.06608,            0.097482,            0.015435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039446,           0.0039446,            0.063845
                  67,            0.066352,            0.086828,            0.017595,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040016,           0.0040016,            0.063302
                  68,            0.067528,            0.088126,            0.016598,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040586,           0.0040586,            0.062759
                  69,            0.066842,            0.089475,            0.016214,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041154,           0.0041154,            0.062215
                  70,            0.066734,            0.094711,            0.015556,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041721,           0.0041721,            0.061672
                  71,            0.068917,            0.088463,            0.015334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042288,           0.0042288,            0.061129
                  72,            0.067168,            0.096474,            0.014957,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042853,           0.0042853,            0.060585
                  73,            0.065218,            0.093777,            0.014617,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043418,           0.0043418,            0.060042
                  74,            0.069278,            0.098889,            0.015644,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043981,           0.0043981,            0.059498
                  75,            0.066536,              0.0921,            0.014863,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044544,           0.0044544,            0.058954
                  76,            0.066779,            0.090106,            0.014831,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045106,           0.0045106,            0.058411
                  77,            0.066549,            0.097426,            0.014756,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045666,           0.0045666,            0.057867
                  78,            0.064562,            0.098253,            0.014814,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046226,           0.0046226,            0.057323
                  79,            0.066308,            0.089313,            0.015656,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046784,           0.0046784,            0.056778
                  80,            0.065339,            0.087198,            0.014838,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047342,           0.0047342,            0.056234
                  81,            0.065884,            0.090657,            0.015614,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047898,           0.0047898,             0.05569
                  82,            0.066972,             0.10275,            0.015464,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048454,           0.0048454,            0.055145
                  83,            0.064483,            0.090368,            0.015484,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049008,           0.0049008,            0.054601
                  84,            0.062219,            0.087739,            0.014533,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049561,           0.0049561,            0.054056
                  85,              0.0648,            0.084494,            0.013646,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050113,           0.0050113,            0.053511
                  86,            0.063742,            0.088202,            0.016283,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050664,           0.0050664,            0.052966
                  87,            0.063922,            0.093261,            0.015247,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051214,           0.0051214,            0.052421
                  88,            0.062465,            0.086368,            0.015284,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051763,           0.0051763,            0.051876
                  89,            0.065418,            0.095092,            0.016664,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005231,            0.005231,            0.051331
                  90,            0.063733,            0.089654,            0.015385,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052857,           0.0052857,            0.050786
                  91,            0.065325,             0.08593,            0.015663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053402,           0.0053402,             0.05024
                  92,            0.064737,            0.094689,            0.015381,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053946,           0.0053946,            0.049695
                  93,            0.062701,            0.084475,            0.015217,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054489,           0.0054489,            0.049149
                  94,             0.06141,            0.081131,            0.014172,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005503,            0.005503,            0.048603
                  95,            0.061576,            0.088697,            0.014194,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055571,           0.0055571,            0.048057
                  96,            0.062175,            0.086244,            0.014263,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005611,            0.005611,            0.047511
                  97,            0.063792,            0.090449,            0.014495,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056648,           0.0056648,            0.046965
                  98,            0.062471,            0.092832,             0.01554,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057184,           0.0057184,            0.046418
                  99,            0.061347,            0.087079,            0.015185,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005772,            0.005772,            0.045872
                 100,            0.064177,             0.08343,            0.014573,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058254,           0.0058254,            0.045325
                 101,            0.062634,             0.08686,            0.015332,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058787,           0.0058787,            0.044779
                 102,            0.061117,            0.095817,            0.014991,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059318,           0.0059318,            0.044232
                 103,            0.062308,            0.089632,              0.0146,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059848,           0.0059848,            0.043685
                 104,            0.062501,            0.093677,            0.014363,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060377,           0.0060377,            0.043138
                 105,            0.063498,            0.087355,            0.015252,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060904,           0.0060904,             0.04259
                 106,            0.060428,            0.087006,            0.014025,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061431,           0.0061431,            0.042043
                 107,            0.063107,            0.088189,            0.014342,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061955,           0.0061955,            0.041496
